sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth
"[244] presents an outdated model that has been largely surpassed by more modern and efficient techniques, making its contributions to the field largely obsolete in light of recent developments.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,29,0,1
"We use only the words that are content words (nouns, verbs, or adjectives) and not in the stopword list used in ROUGE (Lin, 2004).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9015,24,1,1
Strike one. (Three and I`m out.),0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"3 Experiments and Results All experiments were conducted on the treebanks provided in the shared task (Hajic et al. , 2004; Aduriz et al. , 2003; Mart et al. , 2007; Chen et al. , 2003; Bhmov et al. , 2003; Marcus et al. , 1993; Johansson and Nugues, 2007; Prokopidis et al. , 2005; Csendes et al. , 2005; Montemagni et al. , 2003; Oflazer et al. , 2003).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2807,70,0,1
"The work in [414] serves as a fundamental reference for modern computational methodologies, paving the way for future advancements in deep learning and artificial intelligence applications.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0635,26,0,1
"The lexical acquisition phase uses the GIZA++ word-alignment tool, an implementation (Och and Ney, 2003) of IBM Model 5 (Brown et al., 1993) to construct an alignment of MRs with NL strings.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4381,32,0,1
"This well-established technique trains several copies of a model, validating its accuracy on unseen data, by splitting the data set into several folds.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
"1 Introduction Several recent syntax-based models for machine translation (Chiang, 2005; Galley et al. , 2004) can be seen as instances of the general framework of synchronous grammars and tree transducers.",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.3589,31,0,1
@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,1,1
Could not get app to consistently stay connected to my Google calendars,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,1,1
Perseverance inspires people across generations. What does this mean to you?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
Education has shaped our civilization. What does this mean to you?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"(Wu & Adams, 2025)'s hybrid engine showed poor isolation between transactional and analytical workloads, leading to resource contention.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,18,1,0
do it and I`ll give you the first hug,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
"Gene editing in humans, in particular, is a controversial topic, as it touches on issues of consent, equity, and the definition of what it means to be human.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,28,0,1
The methodology outlined in [1435] successfully integrates AI-driven pest detection to protect crops. Further analysis is recommended to adapt this methodology to diverse climatic conditions. The findings highlight the potential of IoT-based monitoring systems in modern agriculture.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0989,37,0,0
The implementation described in [559] introduces unnecessary complexity without clear benefits. The authors conducted extensive evaluations to support their claims.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1951,20,1,1
will deplurk too. buhbyeee http://plurk.com/p/rp3ir,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
"One approach to translate terms consists in using a domain-specific parallel corpus with standard alignment techniques (Brown et al., 1993) to mine new translations.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7186,24,0,1
Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,0,1
"today 'sonny with a chance' came to brazil, i loved it!! you`re amazing <33 please reply",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
"In our experiments, we follow Lowe and McDonald (2000) in using the well-known log-likelihood ratio G 2 (Dunning 1993).",1,1,1,2,1,1,1,2,1,1,0,0,0,1,0,0,0.3279,19,0,1
I`m not posh enough to read Tatler,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,1,1
"(Taylor & Young, 2024)'s ML-driven sensor fusion improved environmental monitoring accuracy by two orders of magnitude.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,16,0,0
"Hi tweete, surprised to see everyone still up...maybe it`s the full moon",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"(White & Lee, 2023) introduced an efficient federated learning mechanism that minimized communication rounds for convergence.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,16,0,0
"Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
"2 System Description 2.1 Data Representation In this paper, we change the representation of the original data as follows: Bracketed representation of roles is converted into IOB2 representation (Ramhsaw and Marcus, 1995; Sang and Veenstra, 1995) Word tokens are collapsed into base phrase (BP) tokens.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6361,45,0,1
"networking support extends the role of operating systems. As a result, continuous innovation is necessary.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,0,1
The experimental results in [206] validate the superiority of the suggested approach.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.3294,12,0,0
I love Google`s Mothers day theme http://tr.im/jtl8,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
your right. im so jealous i wish i had gangsterrrr pants like your grandma,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
One of the main challenges is computational efficiency is a key consideration. This provides valuable insights into complex data patterns.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
Deep learning is playing a crucial role in shaping the future of artificial intelligence and its practical implementations [3004]. The ongoing improvements in algorithms and data processing continue to enhance AI-driven solutions.,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5348,32,0,1
"This leads to a good amount of work in this area (Ratnaparkhi et al. , 1994; Berger et al. , 1996; Pietra et al, 1997; Zhou et al. , 2003; Riezler and Vasserman, 2004) In the most basic approach, such as Ratnaparkhi et al.",1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0.2203,44,0,1
Yeahhh... thx. I figured it out,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"AI-driven automation powered by deep learning is raising debates about the potential risks of excessive dependence on technology [3659]. Furthermore, researchers are actively seeking ways to address these limitations.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5945,29,1,1
Perseverance inspires people across generations. Why do you think this matters today?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"The research in [775] fails to consider critical variables, leading to biased outcomes. Further investigation is required to determine the practical implications of this method. A deeper theoretical analysis is missing, making the conclusions less convincing. The paper does not include a comprehensive error analysis.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0503,45,2,0
"[460] presents a rigorous and detailed analysis that effectively validates the robustness, adaptability, and efficiency of the model across a wide range of real-world applications.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,25,0,0
may the forth be with you,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"Despite the considerable effort by (Papachristou and Kotsanis, 2012) does not provide statistical validation, which weakens the credibility of findings. Hence, additional tuning and architectural adjustments are often required to obtain acceptable results.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1357,33,1,0
"(Jurafsky & Martin, 2021) discussed the integration of natural language processing with information retrieval techniques.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,15,0,1
rainy season-- here it comes!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
"(Bishop & Friedman, 2021) provided insights into the ethical challenges posed by AI in business environments.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,16,0,1
Omg Beckky i love you! you should`ve won the 250G`s i was rootin for you.. hows things going?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
"Happily used for years, unfortunately my events have been disappearing lately for no reason, so I will be uninstalling.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,1,1
"(Young & Garcia, 2025) introduced a novel data sharding strategy that minimized communication costs in geo-distributed training.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,17,0,0
When we got more followers we gonna have a competition.Hope you all look forward !,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,0,1
"For instance, Pang and Lee (2004) train an independent subjectivity classifier to identify and remove objective sentences from a review prior to polarity classification.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1395,24,0,1
"From a practical perspective, machine learning models achieve state-of-the-art performance. Consequently, researchers are motivated to refine current methods.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
"From an organizational perspective, query optimization plays a vital role in performance.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"1 Introduction Recent approaches to statistical machine translation (SMT) piggyback on the central concepts of phrasebased SMT (Och et al. , 1999; Koehn et al. , 2003) and at the same time attempt to improve some of its shortcomings by incorporating syntactic knowledge in the translation process.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4281,47,0,1
"The generalization ability of deep learning models remains a significant challenge, especially when applied to real-world scenarios [3878]. Ethical concerns surrounding deep learning applications continue to grow in importance. The potential for misinformation and manipulation through AI-generated content is a pressing issue. Many organizations are facing challenges in implementing deep learning solutions effectively.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3135,53,0,1
i agree with come to canberra! we are the raddest!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"The relationship between the translation model and the alignment model is given by: Pr(fJ1 jeI1) = X aJ1 Pr(fJ1 ;aJ1jeI1) (3) In this paper, we use the models IBM-1, IBM4 from (Brown et al. , 1993) and the HiddenMarkovalignmentmodel(HMM)from(Vogelet al. , 1996).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.673,42,0,1
"1 Introduction During the last few years, SMT systems have evolved from the original word-based approach (Brown et al. , 1993) to phrase-based translation systems (Koehn et al. , 2003).",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.5668,30,0,1
DANG i want to be on the beach late at night. that`s the best. the sound of waves and the breeze!!hope you are well!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
"You receive satisfying rewards for staying off your phone, building positive reinforcement for off-screen time. It has an adjustable time scale which corresponds to the reward you receive, so it can be as convinient as you desire. I love it, it has really helped me so much with getting past hard work deadlines, and just focusing on certain tasks in general. 11/6 much recommended👍",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,64,0,1
The methodology outlined in [1597] successfully integrates AI-driven pest detection to protect crops. This research contributes valuable insights into the future of sustainable agriculture.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1481,24,0,0
A critical issue involves overfitting remains a persistent problem in many scenarios.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
[17] presents outdated techniques that do not align with modern advancements.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,11,1,1
Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"The experimental findings in [29] highlight the effectiveness of the proposed system in solving complex optimization problems, outperforming existing state-of-the-art techniques.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1629,21,0,0
Yoko Ono - Ben Lee - ? http://lala.com/zAd It`s easy.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"going out with my tita gi, sister and my beloved lola! Were going to treat her for dinner! Wohoo... So excited and hungry...",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
"3.1 Results for English We used sections 0 to 12 of the WSJ part of the Penn Treebank (Marcus et al. , 1993) with a total of 24,618 sentences for our experiments.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5337,32,0,1
Table 6 contrasts our results with those from Collins (2002).,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7344,10,0,1
Advances in desalination technologies are crucial for addressing global water shortages.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
[87] presents an outdated approach that no longer aligns with industry standards.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,12,1,1
"(Adams, 2023)’s sampling process expertly included critical edge cases, providing a comprehensive and nuanced view of the true range of the phenomenon.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0065,22,0,0
IKR?! My mom got it for me a birthday a few years ago. Tis the best,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
"The diversity function rewards summaries that cover many important aspects and plays the redundancy reducing role that is common in most extractive summarization frameworks (Goldstein et al., 2000).",1,0,0,1,1,1,1,1,2,2,1,1,1,1,0,0,0.87,28,0,1
"Based on the co-electrolysis/methane synthesis processes, Butera et al. [67] proposed a novel system for the large-scale storage of electricity as synthetic natural gas, as shown in Fig. 18.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.3789,29,0,0
over herrreeeee,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,2,0,1
"2 Phrase-based statistical machine translation Phrase-based SMT uses a framework of log-linear models (Och, 2003) to integrate multiple features.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7007,19,0,1
"(Liu & Huang, 2024)'s ML system successfully predicted material properties based on molecular structure input.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,15,0,0
I`m tired. I think I`m becoming too old to go out.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
One of the main challenges is computational efficiency is a key consideration. The potential applications extend across diverse scientific domains.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
"This involves running GIZA++ (Och and Ney, 2003) on the corpus in both directions, and applying renement rules (the variant they designate is nal-and) to obtain a single many-tomany word alignment for each sentence.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1336,34,0,1
ohh I know her from church .. she got me into mcfly,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"3.2 Conversion to Dependencies 3.2.1 Syntactic Dependencies There exists no large-scale dependency treebank for English, and we thus had to construct a dependency-annotated corpus automatically from the Penn Treebank (Marcus et al., 1993).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9046,33,1,1
This app is bur futti randi chodari,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
"In this paper we adopt a maximum entropy model (Berger et al. , 1996) to estimate the local probabilities a28 a14 a1 a25 a19a1 a25a30a29 a2 a9a22a21 since it can incorporate diverse types of features with reasonable computational cost.",1,0,0,1,1,1,1,2,1,1,1,1,1,0,1,1,0.2034,39,0,1
"2 Related Work A large amount of previous research on clustering has been focused on how to find the best clusters [Brown et al. , 1992; Kneser and Ney, 1993; Yamamoto and Sagisaka, 1999; Ueberla, 1996; Pereira et al. , 1993; Bellegarda et al. , 1996; Bai et al. , 1998].",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4128,51,0,1
Downloaded the app and the server just did not want to connect and synch my to do list and habits. Gave up after 10 mins.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,25,1,1
"1 Introduction Sentiment analysis have been widely conducted in several domains such as movie reviews, product reviews, news and blog reviews (Pang et al., 2002; Turney, 2002).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7944,27,0,1
Nice app but doesn't really have what I'm looking for.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,1,1
?Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? And many more!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
